x y
NA NA
22.873518 70.523402
22.807478 70.504491
22.839197 70.541951
22.781194 70.550356
22.659899 70.546204
22.670029 70.537924
22.666303 70.497532
22.642847 70.509121
22.63669 70.49963
22.632651 70.499915
22.626615 70.481906
22.61123 70.492921
22.572778 70.496578
22.528909 70.51809
22.498448 70.477227
22.468181 70.482653
22.484408 70.51459
22.455424 70.513306
22.437225 70.498041
22.405759 70.501647
22.418278 70.490386
22.402037 70.482541
22.350676 70.487994
22.361858 70.534442
22.308599 70.512621
22.311697 70.477468
22.227784 70.478052
22.233582 70.464909
22.159271 70.469526
22.162506 70.479216
22.192487 70.479998
22.209709 70.496283
22.171815 70.50312
22.203385 70.519841
22.297759 70.535556
22.32502 70.556341
22.266334 70.559427
22.277825 70.570911
22.377305 70.591923
22.36712 70.60254
22.171281 70.589975
22.148098 70.575507
22.106436 70.59012
22.096776 70.572377
22.05955 70.580546
22.055244 70.594041
22.101992 70.607871
22.108782 70.618732
22.000058 70.630273
22.007272 70.651006
NA NA
14.469347 68.697843
14.547561 68.695441
14.556621 68.701658
14.559146 68.70158
14.509638 68.718422
14.675974 68.73877
14.6631 68.748924
14.619249 68.746587
14.61509 68.755999
14.568916 68.75465
14.539855 68.766684
14.55256 68.782999
14.594804 68.789118
14.64824 68.820868
14.672525 68.804791
14.667875 68.752951
14.670403 68.752872
14.68999 68.728114
14.73839 68.744215
14.739654 68.744175
14.701353 68.749108
14.693981 68.760946
14.704705 68.757821
14.714446 68.782579
14.738562 68.787383
14.730252 68.789968
14.72992 68.788586
14.711265 68.833274
14.776977 68.835362
14.779784 68.799528
14.772422 68.769124
14.793811 68.752186
14.846221 68.773705
14.854922 68.783173
14.973557 68.793206
14.933861 68.76712
14.965483 68.771182
14.987849 68.73839
15.021184 68.784652
15.06798 68.77797
15.035359 68.790215
15.025768 68.81283
15.056883 68.814574
14.997258 68.841645
15.057363 68.866575
15.06641 68.851874
15.08902 68.850184
15.1027 68.808847
15.101434 68.80889
15.130249 68.796762
15.137449 68.859228
15.175534 68.857929
15.188907 68.845393
15.204372 68.845791
15.212711 68.819022
15.238716 68.8158
15.233923 68.855922
15.166536 68.882392
15.178249 68.897786
15.137826 68.890336
15.135333 68.910392
15.159869 68.910953
15.160854 68.904881
15.172683 68.909929
15.164957 68.917553
15.132588 68.926578
15.138331 68.936764
15.102455 68.942154
15.103518 68.995986
15.132861 69.004752
15.135974 69.001861
15.243865 69.024667
15.277134 69.009125
15.262843 68.984535
15.230557 68.974496
15.245136 68.971209
15.189022 68.953621
15.230238 68.94896
15.236984 68.959876
15.270331 68.964302
15.302673 68.940883
15.294291 68.938387
15.261732 68.946482
15.255988 68.924847
15.341343 68.912586
15.347141 68.919817
15.40478 68.919181
15.362503 68.905338
15.387713 68.898873
15.381735 68.876778
15.347325 68.858474
15.333615 68.826427
15.347646 68.831045
15.422393 68.870689
15.429965 68.846716
15.473576 68.85631
15.440208 68.813813
15.453887 68.812393
15.444546 68.801572
15.375542 68.806357
15.349018 68.798
15.396286 68.783774
15.361541 68.75898
15.410356 68.746085
15.442159 68.750523
15.487755 68.735395
15.482752 68.689081
15.350103 68.639922
15.277335 68.628556
15.251226 68.615996
15.177144 68.608823
15.12511 68.583668
15.047714 68.592824
14.946629 68.593445
14.942405 68.607058
14.969119 68.607558
14.945829 68.62088
14.900251 68.621001
14.900786 68.638634
14.882275 68.63553
14.880761 68.644869
14.956584 68.659076
14.939537 68.651748
15.040735 68.670651
15.059921 68.661174
15.063308 68.674532
15.107183 68.67722
15.12796 68.669074
15.130365 68.683395
15.15689 68.677837
15.148521 68.689741
15.199083 68.713089
15.189601 68.705982
15.226164 68.704713
15.225202 68.701029
15.264325 68.695015
15.274358 68.699311
15.23626 68.714121
15.234256 68.755084
15.178641 68.766765
15.169024 68.759197
15.11463 68.770814
15.08416 68.771384
15.102741 68.76425
15.162819 68.73525
15.142068 68.73875
15.081911 68.702705
15.061671 68.713148
15.070998 68.7198
15.035744 68.74143
15.028031 68.736116
15.040872 68.731503
15.009816 68.709321
15.019062 68.695539
15.0076 68.69546
14.965185 68.683408
14.93929 68.70192
14.893054 68.669079
14.885583 68.680007
14.914858 68.711088
14.905182 68.733699
14.897332 68.701913
14.865103 68.674178
14.874858 68.667356
14.840046 68.670355
14.832541 68.660383
14.811473 68.662462
14.813991 68.66238
14.81258 68.687967
14.802003 68.675772
14.794605 68.702944
14.785441 68.701847
14.767216 68.715899
14.754588 68.663374
14.672339 68.669716
14.678928 68.65465
14.699944 68.657695
14.730966 68.644167
14.703722 68.625538
14.583443 68.60938
14.516056 68.646752
14.543519 68.677929
14.538292 68.688301
14.496035 68.67011
14.492572 68.677177
14.509486 68.678979
14.469347 68.697843
NA NA
18.091482 69.592587
18.103775 69.606463
18.135126 69.601659
18.132889 69.619048
18.151747 69.616255
18.150062 69.612135
18.176562 69.608496
18.214305 69.619245
18.223131 69.630953
18.235088 69.630828
18.23282 69.625335
18.283392 69.618619
18.29727 69.626336
18.35671 69.612147
18.353569 69.579127
18.391699 69.603375
18.486595 69.632216
18.357701 69.617704
18.258648 69.69739
18.270895 69.707527
18.271805 69.703278
18.4071 69.684377
18.435721 69.695084
18.695199 69.685075
18.698787 69.693306
18.639709 69.699169
18.397518 69.712426
18.402046 69.729486
18.382262 69.771588
18.455685 69.789399
18.484985 69.785587
18.47736 69.767748
18.546848 69.773107
18.550292 69.737411
18.578655 69.737833
18.622674 69.774377
18.6081 69.787277
18.680648 69.805525
18.734449 69.7962
18.693853 69.755753
18.712693 69.743556
18.725913 69.684881
18.816945 69.678712
18.8236 69.687718
18.756606 69.696843
18.795393 69.751409
18.824416 69.777485
18.81097 69.786607
18.854982 69.785705
18.849045 69.79958
18.818775 69.801165
18.820602 69.805278
18.764986 69.816593
18.757854 69.837068
18.725359 69.849034
18.731202 69.86229
18.781758 69.872766
18.817197 69.852221
18.835676 69.857336
18.817821 69.871828
18.843534 69.87797
18.888618 69.87
18.868493 69.834107
18.915096 69.844754
18.947438 69.826675
18.982435 69.829499
18.964961 69.811712
18.999259 69.807082
19.007628 69.813655
19.067282 69.820295
19.137332 69.770185
19.068002 69.724308
19.034888 69.722344
18.967694 69.683352
18.82579 69.668422
18.802231 69.62709
18.855367 69.62943
18.901056 69.605944
18.911305 69.589953
18.87832 69.590775
18.842056 69.559944
18.793496 69.549414
18.753361 69.551999
18.716659 69.571704
18.645805 69.546402
18.546505 69.541255
18.475913 69.525241
18.236397 69.517708
18.187783 69.548153
18.160412 69.539697
18.111478 69.543507
18.084094 69.557924
18.12151 69.591119
18.091482 69.592587
NA NA
18.774282 69.919904
18.820433 69.953513
18.901456 69.943685
18.898663 69.934478
18.932881 69.932217
18.99168 69.957186
18.929589 69.960917
18.889979 69.978418
18.897259 69.98552
18.932658 70.012662
18.975486 70.023045
19.014947 70.020035
19.033214 70.006443
19.069376 70.028853
19.121614 70.018126
19.136637 69.997674
19.159892 69.995027
19.154304 70.009363
19.17178 70.008895
19.158805 70.027837
19.117925 70.045455
19.095621 70.062076
19.13 70.071477
19.140637 70.050328
19.180078 70.073487
19.22738 70.069549
19.287531 70.081285
19.308915 70.074513
19.282556 70.056282
19.312545 70.050447
19.382525 70.077068
19.338965 70.025607
19.388087 70.025735
19.396588 70.014969
19.382903 70.011973
19.456512 69.977957
19.487003 70.024511
19.558009 70.047273
19.601196 70.040652
19.623454 69.991149
19.617897 69.974124
19.650375 69.982139
19.669947 70.01384
19.753344 69.989439
19.745867 69.965957
19.700098 69.950274
19.557001 69.940989
19.570234 69.906512
19.437126 69.834761
19.424747 69.817178
19.386556 69.799153
19.171213 69.782394
19.140514 69.785929
19.138707 69.799603
19.10038 69.810094
19.063348 69.838289
18.9911 69.857578
19.001295 69.862183
18.774282 69.919904
NA NA
22.922969 70.442697
22.948334 70.455529
22.989629 70.452051
23.058325 70.466447
23.046799 70.482915
23.146565 70.509701
23.222749 70.495084
23.231316 70.507716
23.271284 70.510441
23.198318 70.521522
23.181735 70.534586
23.210799 70.546182
23.269425 70.540904
23.303794 70.498075
23.26579 70.452561
23.325713 70.466107
23.357587 70.504493
23.387848 70.513609
23.371401 70.520527
23.339465 70.517221
23.3015 70.542318
23.3755 70.542973
23.405209 70.526532
23.429204 70.528528
23.450902 70.516942
23.478825 70.520534
23.437295 70.546412
23.488564 70.552996
23.577299 70.525904
23.527622 70.556221
23.563822 70.563449
23.491447 70.57554
23.488702 70.589971
23.525795 70.600462
23.418892 70.607992
23.458269 70.619747
23.54992 70.622833
23.55474 70.61346
23.628204 70.616927
23.61278 70.601016
23.646358 70.578072
23.589986 70.533956
23.58871 70.517922
23.683319 70.49553
23.699872 70.48287
23.667544 70.481073
23.694699 70.437219
23.588488 70.397886
23.520947 70.377409
23.511635 70.363882
23.473652 70.359652
23.481106 70.350071
23.375705 70.335283
23.340646 70.339348
23.336471 70.331126
23.408184 70.311008
23.308102 70.282994
23.193558 70.268356
23.117069 70.289693
23.127344 70.309306
23.103754 70.320058
23.173711 70.355621
23.186723 70.406306
23.071106 70.331946
23.0342 70.356453
23.002527 70.344571
22.964442 70.356831
22.954131 70.387886
22.959349 70.39366
22.999941 70.393536
22.97159 70.407918
22.927701 70.411587
22.922969 70.442697
NA NA
14.299054 68.235604
14.478011 68.262122
14.460472 68.267315
14.366651 68.254433
14.358334 68.267689
14.38963 68.2853
14.43786 68.277771
14.439806 68.286534
14.400948 68.297024
14.400956 68.325346
14.433697 68.348944
14.460824 68.347174
14.517484 68.304536
14.508523 68.325716
14.538637 68.331733
14.513442 68.364105
14.527362 68.381313
14.488171 68.385326
14.512769 68.39988
14.614104 68.409683
14.64746 68.385858
14.681482 68.386621
14.624459 68.421892
14.749644 68.441542
14.792016 68.392771
14.811563 68.395843
14.800216 68.437564
14.915692 68.431868
14.915804 68.432329
14.928732 68.413307
14.850464 68.369927
14.946502 68.398767
14.97195 68.395116
14.958508 68.422061
14.980724 68.435714
14.972145 68.462028
15.063977 68.451924
15.081141 68.440178
15.092109 68.453743
15.132013 68.45236
15.147772 68.464827
15.208662 68.461764
15.242538 68.475911
15.275225 68.475681
15.122568 68.375521
15.080055 68.390944
15.076351 68.376197
15.014855 68.370878
15.016638 68.362916
15.061383 68.366488
15.04999 68.345964
14.981564 68.327396
14.940743 68.303688
14.906947 68.303439
14.896718 68.292165
14.811935 68.27177
14.834991 68.321188
14.894042 68.332688
14.850277 68.33276
14.819224 68.359814
14.795617 68.360595
14.790816 68.3352
14.738621 68.331341
14.737208 68.325348
14.80241 68.320877
14.77458 68.287878
14.709625 68.287689
14.708331 68.282156
14.771633 68.27543
14.765779 68.261219
14.74544 68.259567
14.74127 68.273643
14.711712 68.25928
14.756181 68.252243
14.754117 68.243482
14.716868 68.249354
14.621598 68.246875
14.617151 68.227507
14.606875 68.231554
14.549844 68.210618
14.52166 68.218017
14.515682 68.213562
14.495102 68.221643
14.481302 68.204429
14.435627 68.200288
14.428592 68.219083
14.399041 68.220466
14.397926 68.215392
14.418621 68.213356
14.430089 68.192101
14.297357 68.175761
14.326078 68.199493
14.298915 68.200322
14.299054 68.235604
NA NA
15.502749 68.901743
15.521982 68.957291
15.544892 69.016421
15.607838 69.033667
15.599945 69.042319
15.661394 69.085634
15.643219 69.090014
15.695061 69.126235
15.812118 69.14051
15.809001 69.147599
15.92813 69.159404
15.928256 69.172884
15.90691 69.166715
15.922034 69.191252
15.92752 69.222661
15.950676 69.23899
15.922761 69.237253
15.928134 69.255182
16.050692 69.28029
16.150528 69.311325
16.200692 69.316817
16.201558 69.32376
16.221405 69.324381
16.201551 69.307016
16.253655 69.285438
16.251571 69.258072
16.193499 69.243606
16.180188 69.213424
16.16248 69.18574
16.182779 69.171454
16.169655 69.15429
16.016007 69.093269
15.942748 69.038866
15.962418 69.031137
15.857663 69.013261
15.799891 68.992182
15.748801 68.989439
15.716115 68.974378
15.704976 68.998501
15.636981 69.008901
15.621584 68.995517
15.66511 68.99439
15.64766 68.919251
15.567644 68.876617
15.528156 68.882234
15.502749 68.901743
NA NA
25.33828 71.099349
25.505497 71.081608
25.511779 71.112593
25.536487 71.103362
25.560013 71.112372
25.627626 71.107164
25.608798 71.089644
25.662347 71.099456
25.762757 71.073732
25.752271 71.059328
25.805404 71.079178
25.740118 71.110071
25.639191 71.130073
25.669084 71.13424
25.582824 71.154391
25.608176 71.163726
25.650986 71.156784
25.73912 71.181357
25.758649 71.178272
25.745064 71.15314
25.784662 71.151215
25.798966 71.164817
25.839814 71.171381
25.872565 71.170025
25.86397 71.133464
25.821461 71.121314
25.855392 71.10742
25.92309 71.125054
25.896887 71.109605
25.912202 71.101596
25.975843 71.124826
25.990732 71.111104
26.049291 71.138587
26.105081 71.105513
26.050823 71.098732
26.039367 71.083452
25.92012 71.076042
25.898456 71.060684
25.936736 71.057389
25.943874 71.036199
25.969114 71.043589
26.02174 71.020842
25.955857 71.020809
25.970066 71.008094
26.037271 71.008004
26.072857 71.020705
26.119213 71.01666
26.176999 71.048483
26.27226 71.065513
26.298746 71.041615
26.274278 71.016457
26.202336 71.009376
26.180679 70.995948
26.060383 70.972954
26.021572 70.980646
26.028735 70.994384
25.991037 70.989523
25.966398 70.965337
25.836967 70.969348
25.786027 70.987116
25.729399 70.955625
25.769972 70.953583
25.775465 70.94259
25.741749 70.938788
25.678391 70.948509
25.672212 70.935651
25.627811 70.929398
25.595461 70.937884
25.558729 70.948167
25.535323 70.973077
25.451824 70.988702
25.468717 70.998744
25.618265 71.021006
25.602728 71.032353
25.489587 71.035193
25.475667 71.023468
25.378639 71.008191
25.321732 71.017224
25.328362 71.038146
25.377865 71.039757
25.330893 71.059407
25.412402 71.076971
25.356461 71.080189
25.33828 71.099349
NA NA
8.354366 63.504686
8.431202 63.547393
8.471831 63.566885
8.564375 63.577626
8.62443 63.569795
8.697338 63.584608
8.773881 63.57671
8.77375 63.583188
8.691941 63.594787
8.645082 63.610515
8.603718 63.611887
8.669323 63.633651
8.699375 63.630874
8.699311 63.63365
8.901609 63.657543
8.918696 63.622348
8.961878 63.639391
8.928518 63.6575
9.040183 63.667446
9.00013 63.6407
9.034351 63.63229
9.025384 63.601769
9.049168 63.598932
9.099624 63.616379
9.116198 63.611238
9.128559 63.616291
9.190687 63.591553
9.171225 63.564778
9.203183 63.568367
9.207253 63.580848
9.234068 63.585837
9.240291 63.577019
9.171354 63.542563
8.892872 63.491438
8.718088 63.48698
8.663808 63.477273
8.595692 63.44811
8.415654 63.456699
8.432806 63.466442
8.368648 63.478813
8.372988 63.50195
8.472479 63.546069
8.442601 63.545561
8.354366 63.504686
NA NA
13.543964 68.093152
13.567373 68.133351
13.633555 68.149689
13.63008 68.157667
13.674593 68.176886
13.697958 68.175794
13.704892 68.192769
13.676068 68.184731
13.662312 68.184172
13.581212 68.154785
13.55977 68.159521
13.642814 68.186083
13.565737 68.185335
13.588261 68.193091
13.607257 68.188417
13.637641 68.19828
13.570055 68.208872
13.604503 68.220489
13.611676 68.232357
13.756968 68.244237
13.705138 68.253059
13.735918 68.257795
13.732731 68.260664
13.603235 68.253911
13.667373 68.277257
13.663521 68.28988
13.72419 68.307273
13.74804 68.301529
13.739172 68.313826
13.781922 68.315451
13.80933 68.283163
13.891032 68.261418
13.867884 68.251393
13.880554 68.239906
13.94111 68.250269
13.865063 68.287656
13.82901 68.288188
13.846699 68.30208
13.886143 68.28707
13.926341 68.307286
14.002599 68.307914
13.988992 68.320828
13.965152 68.31408
13.952332 68.318618
13.954816 68.318547
13.972511 68.331966
13.999559 68.329807
14.005143 68.344959
14.075887 68.3485
14.104807 68.289192
14.060381 68.27331
14.11041 68.268144
14.184463 68.294279
14.252533 68.262543
14.206331 68.244428
14.203469 68.225017
14.180032 68.237783
14.138178 68.204207
14.10064 68.196955
14.065297 68.20634
14.054383 68.195518
14.038694 68.203862
13.991543 68.185727
13.982797 68.210108
13.968154 68.211454
13.966206 68.201764
13.924298 68.203416
13.922828 68.196034
13.949444 68.192496
13.926106 68.175061
13.876891 68.170878
13.876945 68.164844
13.923263 68.160756
13.926118 68.131441
13.865461 68.125262
13.848726 68.160065
13.822361 68.126464
13.797197 68.124377
13.81149 68.10867
13.785525 68.089438
13.776928 68.096171
13.723956 68.090663
13.738092 68.106514
13.713752 68.102074
13.702394 68.11398
13.736682 68.118615
13.729544 68.139685
13.69382 68.134158
13.719058 68.149711
13.674434 68.14303
13.682158 68.151172
