,Lon,Lat,ID
165,12.3288222,56.86394162,21
166,12.33126108,56.86105825,21
167,12.33374999,56.85850827,21
168,12.33642484,56.85619714,21
169,12.33937207,56.85404438,21
170,12.34240555,56.85209992,21
171,12.3425749,56.85199721,21
172,12.35183318,56.84658054,21
173,12.35601663,56.8440277,21
174,12.35764989,56.84314161,21
175,12.3592388,56.84249992,21
176,12.36088877,56.84213605,21
177,12.3626055,56.8420138,21
178,12.36431944,56.84215274,21
179,12.36593602,56.84253604,21
180,12.36883046,56.84361107,21
181,12.37024163,56.8440111,21
182,12.37175825,56.84413329,21
183,12.37343601,56.84380273,21
184,12.37527763,56.84300276,21
185,12.37724722,56.84166666,21
186,12.37931101,56.83982777,21
187,12.38147498,56.83751659,21
188,12.38934439,56.82816104,21
189,12.39267763,56.82454992,21
190,12.3963611,56.82095547,21
191,12.4002944,56.81758604,21
192,12.40436102,56.81463602,21
193,12.40844157,56.81220555,21
194,12.41243889,56.81034716,21
195,12.41626107,56.80899442,21
196,12.41679739,56.80885096,21
197,12.42649301,56.79693661,21
198,12.43618862,56.78502227,21
199,12.44588423,56.77310792,21
200,12.45557984,56.76119357,21
201,12.46527545,56.74927922,21
202,12.47497106,56.73736488,21
203,12.48466668,56.72545053,21
204,12.49436229,56.71353618,21
205,12.49583603,56.70902769,21
206,12.49656938,56.70720552,21
207,12.49752492,56.70584993,21
208,12.49886931,56.70489714,21
209,12.50069164,56.70416666,21
210,12.50243718,56.70359947,21
211,12.51286645,56.69074624,21
212,12.52329573,56.677893,21
213,12.53372501,56.66503976,21
214,12.54415429,56.65218652,21
215,12.55458356,56.63933329,21
216,12.56501284,56.62648005,21
217,12.57544212,56.61362681,21
218,12.5858714,56.60077357,21
219,12.59085232,56.58997012,21
220,12.59583325,56.57916666,21
221,12.59075551,56.57899439,21
222,12.5869694,56.5785416,21
223,12.58427488,56.57786384,21
224,12.58248609,56.57706659,21
225,12.58144154,56.57619715,21
226,12.58098875,56.57529438,21
227,12.58100831,56.57439163,21
228,12.58138328,56.57352492,21
229,12.58202774,56.57270829,21
230,12.58286384,56.57194437,21
231,12.58493047,56.57046939,21
232,12.5871613,56.56910153,21
233,12.57615222,56.55688964,21
234,12.56514314,56.54467774,21
235,12.55413406,56.53246585,21
236,12.5494917,56.52731342,21
237,12.53863427,56.51523915,21
238,12.52777685,56.50316487,21
239,12.51691943,56.49109059,21
240,12.50606201,56.47901631,21
241,12.49520458,56.46694204,21
242,12.48434716,56.45486776,21
243,12.47348974,56.44279348,21
244,12.46263232,56.4307192,21
245,12.45177489,56.41864493,21
246,12.44091747,56.40657065,21
247,12.43006005,56.39449637,21
248,12.41920263,56.38242209,21
249,12.41057272,56.37280172,21
250,12.40194281,56.36318135,21
251,12.3933129,56.35356097,21
252,12.38468299,56.3439406,21
253,12.3738251,56.33180529,21
254,12.36296721,56.31966999,21
255,12.35210932,56.30753468,21
256,12.34125144,56.29539937,21
257,12.33039355,56.28326407,21
258,12.31953566,56.27112876,21
259,12.30867777,56.25899346,21
260,12.29781988,56.24685815,21
261,12.286962,56.23472284,21
262,12.27610411,56.22258754,21
263,12.26524622,56.21045223,21
264,12.25438833,56.19831692,21
265,12.24353045,56.18618162,21
266,12.24249441,56.18638881,21
267,12.23646938,56.18796942,21
268,12.23449998,56.1883694,21
269,12.23201096,56.1886805,21
270,12.22875547,56.18887216,21
271,12.2246944,56.18894164,21
272,12.21999429,56.1888555,21
273,12.21499435,56.18855828,21
274,12.21001658,56.18807215,21
275,12.19747485,56.18633611,21
276,12.19447215,56.18609439,21
277,12.19208883,56.18609437,21
278,12.18881944,56.18637221,21
279,12.18764437,56.18637216,21
280,12.18656941,56.1861805,21
281,12.18405273,56.18548604,21
282,12.18234714,56.18512222,21
283,12.17527765,56.18399441,21
284,12.17254997,56.18333328,21
285,12.16976104,56.18243049,21
286,12.1669332,56.18135552,21
287,12.15555,56.17673606,21
288,12.14876381,56.1736638,21
289,12.14653884,56.17277772,21
290,12.14379433,56.17204992,21
291,12.14030267,56.17154441,21
292,12.13609155,56.17131939,21
293,12.13145271,56.17144161,21
294,12.12686939,56.17196109,21
295,12.12274158,56.17284715,21
296,12.11925541,56.17394157,21
297,12.1163944,56.17499998,21
298,12.11396666,56.17569441,21
299,12.1117527,56.17574721,21
300,12.10958888,56.17508607,21
301,12.10734719,56.1737861,21
302,12.10234712,56.17012219,21
303,12.09944987,56.16819435,21
304,12.09621098,56.16642498,21
305,12.09257496,56.16494722,21
