2	56.5
2	56.5
1	56
1.82e-12	56
-1.707470998	57.5
-1.707470998	57.5
-1.807909155	57.65828109
-2.802137098	58.49722181
-2.800015688	58.49997961
-2.804654207	58.49997949
-2.882258926	58.54976489
-2.92938787	58.67376705
-2.91971511	58.69675135
-2.91217583	58.71425677
-2.90534313	58.7336012
-2.88786853	58.75067927
-2.87455945	58.76454769
-2.8528694	58.77924678
-2.82669875	58.80779683
-2.81115901	58.83574863
-2.76734495	58.87988733
-2.71717527	58.89158327
-2.67764492	58.89008905
-2.66140486	58.91124966
-2.62878269	58.92010972
-2.61198338	58.94591957
-2.56405159	58.97577695
-2.53988229	59
-2.53207949	59.05590631
-2.48695787	59.11076348
-2.44564546	59.20307857
-2.35830868	59.26521286
-2.32169056	59.39864881
-2.137123148	59.49874218
-1.42407534	59.88543753
-1.42369324	59.88467997
-1.42326758	59.8839283
-1.42279871	59.88318315
-1.42228705	59.88244515
-1.42143826	59.88135051
-1.42049534	59.88027552
-1.4194601	59.87922221
-1.41833451	59.8781926
-1.41712072	59.87718863
-1.41582105	59.87621223
-1.41443797	59.87526523
-1.41297413	59.87434946
-1.41182338	59.8736833
-1.4106299	59.87303645
-1.39762912	59.86620736
-1.38462835	59.85937828
-1.37162758	59.85254919
-1.35862681	59.8457201
-1.34562604	59.83889102
-1.34459464	59.83836314
-1.34353483	59.83784972
-1.34244741	59.83735116
-1.3413332	59.83686782
-1.33951208	59.83613291
-1.33762907	59.83543867
-1.33568777	59.83478639
-1.33369187	59.83417733
-1.33164516	59.83361264
-1.32955153	59.8330934
-1.32741495	59.83262058
-1.3252395	59.83219509
-1.32376302	59.83193702
-1.31099377	59.82980751
-1.29822452	59.82767799
-1.28545527	59.82554847
-1.28359298	59.82525641
-1.2817108	59.82499872
-1.27981123	59.82477573
-1.27789681	59.82458773
-1.27559058	59.82440915
-1.2732711	59.82428135
-1.27094276	59.82420457
-1.26861	59.82417897
-1.26627724	59.82420457
-1.2639489	59.82428135
-1.26162942	59.82440915
-1.2593232	59.82458773
-1.25703461	59.82481675
-1	59.5
2	59.5
2	56.5
