2.56073	58.11271834	1
2.771301667	58.16925834	1
3.084164306	57.84315813	1
3.206122726	57.64209571	1
3.362485607	57.53204271	1
3.184975464	57.44143404	1
2.999359744	57.51503931	1
2.90039	57.65373	1
2.874756667	57.75010334	1
2.77066653	57.84297906	1
2.597307893	57.89003795	1
2.505798333	57.97412667	1
2.560701667	58.11270501	1
2.56073	58.11271834	1
2.676506349	60.13032461	2
2.783713581	60.15683198	2
2.817581221	60.24405581	2
2.702524291	60.39582476	2
2.756105994	60.56024296	2
2.768294825	60.67445461	2
2.608379961	60.65697799	2
2.571881042	60.60677888	2
2.484010517	60.57302081	2
2.523123221	60.3903074	2
2.624998374	60.22606416	2
2.60506532	60.15884259	2
3.89416102	57.62228401	3
4.123342259	57.5832863	3
4.282836667	57.60055	3
4.455161832	57.58475705	3
4.509932313	57.63566967	3
4.5401	57.71906667	3
4.349557345	57.79289877	3
4.229736667	57.80648667	3
4.079493347	57.81870577	3
4.02617172	57.78024793	3
3.996155149	57.73165305	3
3.916050988	57.6819898	3
4.559326667	56.76020334	4
4.445801667	56.58414834	4
3.6969	56.57809667	4
3.670967465	56.7380123	4
3.955111478	56.83063931	4
4.273542857	56.80245681	4
4.559326667	56.76020334	4
3.955078333	56.83047	5
3.892821667	56.91052667	5
3.593445	56.84299	5
3.615211334	56.79458048	5
3.670966644	56.73801696	5
3.955078333	56.83047	5
3.235141314	58.18536303	6
3.358155899	58.17755686	6
3.477553351	58.13791555	6
3.612241416	58.10512821	6
3.65711093	58.14112213	6
3.461284044	58.22016763	6
3.305536162	58.24491452	6
3.185065739	58.23593469	6
3.146582599	58.21480831	6
3.162820252	58.19153444	6
3.916042463	57.68197483	7
3.76831	57.76011667	7
3.469848333	57.87860667	7
3.110128155	57.80052198	7
3.140110307	57.75117201	7
3.257446667	57.68531167	7
3.376270332	57.72065756	7
3.465271667	57.66965	7
3.585205	57.63634	7
3.894160085	57.62228356	7
5.028915024	57.37352704	8
4.999817669	57.33902893	8
5.002659977	57.23336704	8
4.944365415	57.11808334	8
4.801941667	57.10766667	8
4.66095	57.13798167	8
4.55841	57.17423	8
4.507276283	57.22548998	8
4.361669713	57.24750105	8
4.205894349	57.32412482	8
4.034869878	57.36707411	8
4.04905485	57.46528204	8
4.26839181	57.39130312	8
4.61823073	57.34745532	8
4.861142498	57.32767811	8
5.518793633	57.33744204	9
5.706481667	57.28424334	9
5.892335	57.21787834	9
6.129455	57.16231834	9
6.226501667	57.17522334	9
6.375733333	57.18862	9
6.539611667	57.193085	9
6.643388284	57.08765568	9
6.367523848	57.00490756	9
6.120132906	56.99050792	9
5.645166957	57.14496131	9
5.224548621	57.31638526	9
5.324706667	57.39047334	9
5.028864391	57.37304879	10
5.170087836	57.33836956	10
5.645164363	57.14496335	10
5.547703743	57.06054146	10
5.519477584	56.97174122	10
5.383922168	56.89094213	10
5.118151276	56.97250356	10
4.857235126	56.98088089	10
4.863618459	57.02639038	10
4.900388297	57.04369205	10
4.943107313	57.1155669	10
5.002441667	57.23324167	10
5.000145638	57.33967334	10
5.519475137	56.97173985	11
5.547733897	57.06051867	11
5.645159976	57.14496578	11
6.216431667	56.95871	11
5.538823312	56.74499346	11
5.38E+00	5.69E+01	11
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
