257,20,1,56.981,N,4.857,E
257,20,1,56.976,N,5.004,E
257,20,1,57.011,N,4.862,E
257,20,1,57.026,N,4.864,E
257,20,1,57.039,N,4.891,E
257,20,1,56.911,N,5.408,E
257,20,1,56.935,N,5.451,E
257,20,1,57.068,N,4.915,E
257,20,1,57.098,N,4.933,E
257,20,1,56.959,N,5.495,E
257,20,1,56.972,N,5.519,E
257,20,1,56.986,N,5.524,E
257,20,1,57.129,N,4.95,E
257,20,1,57.16,N,4.965,E
257,20,1,57.019,N,5.534,E
257,20,1,57.051,N,5.545,E
257,20,1,57.191,N,4.981,E
257,20,1,57.222,N,4.997,E
257,20,1,57.079,N,5.57,E
257,20,1,57.107,N,5.601,E
257,20,1,57.255,N,5.002,E
257,20,1,57.29,N,5.001,E
257,20,1,57.134,N,5.632,E
257,20,1,57.145,N,5.645,E
257,20,1,57.197,N,5.518,E
257,20,1,57.325,N,5,E
257,20,1,57.34,N,5,E
257,20,1,57.356,N,5.015,E
257,20,1,57.286,N,5.3,E
257,20,1,57.338,N,5.17,E
