257,20,1,60.137,N,2.702,E
257,20,1,60.155,N,2.615,E
257,20,1,60.183,N,2.794,E
257,20,1,60.198,N,2.617,E
257,20,1,60.227,N,2.811,E
257,20,1,60.241,N,2.616,E
257,20,1,60.27,N,2.798,E
257,20,1,60.283,N,2.59,E
257,20,1,60.311,N,2.766,E
257,20,1,60.325,N,2.563,E
257,20,1,60.353,N,2.735,E
257,20,1,60.367,N,2.537,E
257,20,1,60.395,N,2.703,E
257,20,1,60.41,N,2.519,E
257,20,1,60.439,N,2.717,E
257,20,1,60.453,N,2.51,E
257,20,1,60.482,N,2.731,E
257,20,1,60.495,N,2.501,E
257,20,1,60.526,N,2.745,E
257,20,1,60.538,N,2.491,E
257,20,1,60.57,N,2.757,E
257,20,1,60.582,N,2.507,E
257,20,1,60.613,N,2.762,E
257,20,1,60.628,N,2.587,E
257,20,1,60.656,N,2.766,E
257,20,1,60.664,N,2.677,E
