257,20,1,58.169,N,2.771,E
257,20,1,58.113,N,2.561,E
257,20,1,58.113,N,2.561,E
257,20,1,58.078,N,2.547,E
257,20,1,58.142,N,2.797,E
257,20,1,58.025,N,2.909,E
257,20,1,57.934,N,2.55,E
257,20,1,57.89,N,2.597,E
257,20,1,57.844,N,2.768,E
257,20,1,57.909,N,3.021,E
257,20,1,57.843,N,3.084,E
257,20,1,57.788,N,3.118,E
257,20,1,57.727,N,2.881,E
257,20,1,57.654,N,2.9,E
257,20,1,57.597,N,2.941,E
257,20,1,57.662,N,3.194,E
257,20,1,57.642,N,3.206,E
257,20,1,57.552,N,3.334,E
257,20,1,57.485,N,3.074,E
257,20,1,57.441,N,3.185,E
